ID,Gender,Program Duration,Year of Student,HSC Percentage,CGPA
5208,Male,4,3,90.36,3.88
5209,Female,4,2,95.54,3.66
5210,Male,4,3,86.09,2.46
5211,Female,4,2,94.54,3.57
5212,Female,4,4,78.54,3.5
5213,Female,5,2,93.27,2.81
5214,Male,4,4,88.27,3.34
5215,Male,5,4,86.18,3.35
5216,Female,5,2,93.7,2.21
5217,Female,4,2,90,3.47
5218,Male,5,1,89.55,3.6
5219,Male,4,3,66.36,3.26
5220,Male,4,2,92.64,3.02
5221,Female,5,3,97.94,2.98
5222,Female,4,1,84.72,2.94
5223,Female,4,3,75.63,3.01
5224,Male,4,3,88.5,3.25
5225,Female,4,1,78,3.18
5226,Male,5,4,83.81,2.59
5227,Female,4,2,86.7,3.54
5228,Female,5,3,92.82,2.8
5229,Female,4,2,65,3.41
5230,Female,4,4,88,3.58
5231,Female,4,1,79.63,3.24
5232,Male,4,2,87.36,2.5
5233,Female,4,4,77.45,3.54
5234,Male,4,3,90.92,2.4
5235,Female,4,4,78.8,3.86
5236,Male,5,3,86.36,2.59
5237,Female,4,1,96.99,3.62
5238,Female,4,2,98.45,3.92
5239,Female,4,2,55.18,2.37
5240,Male,4,2,80.8,3.26
5241,Female,4,1,65.81,4
5242,Male,4,1,92.63,2.66
5243,Male,4,1,79.9,3.25
5244,Male,4,1,90.77,3.01
5245,Female,4,3,86.9,3.2
5246,Female,4,2,74.5,3.11
5247,Male,4,2,74,2.88
5248,Male,4,3,83.45,2.58
5249,Male,5,4,77.63,2.27
5250,Female,4,2,92,3.46
5251,Male,4,2,95.91,3.08
5252,Male,5,4,83.73,2.54
5253,Female,5,2,90.4,2.59
5254,Female,4,2,82.9,3.03
5255,Female,4,2,84.73,3.63
5256,Male,4,1,70.73,2.91
5257,Female,4,1,76.36,3.23
5258,Male,4,4,71.2,2.35
5259,Female,4,1,74.63,3.8
5260,Female,4,2,69.84,3.66
5261,Female,4,2,86,3.75
5262,Male,4,3,78.18,3.01
5263,Male,4,4,68.75,3.72
5264,Female,4,1,76.55,3.12
5265,Male,4,4,86.81,2.98
5266,Female,4,1,62.72,3.88
5267,Male,5,5,70,3.37
5268,Female,4,2,98.63,3.98
5269,Male,4,2,60.27,2.17
5270,Male,5,3,95.54,2.77
5271,Female,4,3,61.9,3.46
5272,Female,4,1,98.45,3.71
5273,Male,4,2,98.45,3.25
5274,Male,4,1,89.85,3.58
5275,Male,4,1,80.72,3.28
5276,Male,4,2,91.9,3.11
5277,Female,4,3,57,2.51
5278,Female,4,1,98.81,3.74
5279,Male,4,2,73.18,3.24
5280,Female,4,2,94,3.98
5281,Female,4,1,58,3.32
5282,Male,4,3,67.72,3.17
5283,Female,4,3,73.54,3.72
5284,Female,4,2,58.63,3.26
5285,Male,5,4,83.09,2.32
5286,Female,4,4,60.5,3.28
5287,Male,4,4,81.18,3.11
5288,Female,4,2,96.45,3.72
5289,Male,4,4,88,3.78
5290,Female,4,1,94.63,3.79
5291,Male,4,3,83.72,3.25
5292,Female,4,1,88.45,3.76
5293,Female,4,2,86.86,3.7
5294,Male,4,1,81,3.1
5295,Female,4,1,60.6,2.09
5296,Female,4,3,83.73,3.81
5297,Female,4,2,89.18,3.35
5298,Male,4,2,97.81,2.74
5299,Male,4,2,82.54,3.77
5300,Female,4,2,70.55,3
5301,Female,4,1,75.73,3.4
5302,Male,4,2,60,2.86
5303,Female,4,2,96.91,3.77
5304,Female,4,1,73.54,3.01
5305,Female,4,4,87.64,3.77
5306,Male,4,2,88.09,2.03
5307,Female,4,4,73,3.36
5308,Female,4,1,98,3.95
5309,Male,4,4,87,3.15
5310,Female,4,2,99.81,3.92
5311,Female,4,2,88.18,3.63
5312,Male,4,3,60.72,3.02
5313,Male,5,1,88.73,3.57
5314,Male,5,1,94.63,3.79
5315,Male,4,1,96.18,3.85
5316,Male,4,1,94.4,3.58
5317,Female,4,1,83,3.36
5318,Female,4,4,80.9,3.24
5319,Female,4,2,88.09,3.3
5320,Male,4,4,85,3.66
5321,Female,4,2,89.82,3.24
5322,Male,4,4,87.82,3.39
5323,Male,4,2,96.7,3.03
5324,Male,5,1,99.9,3.99
5325,Female,4,2,99.09,3.31
5326,Female,4,1,90.1,3.58
5327,Female,5,2,98.09,3.03
5328,Female,4,3,85.54,3.71
5329,Female,4,1,92.36,3.74
5330,Male,4,2,90.45,3.05
5331,Male,4,3,84,3.5
5332,Female,4,4,80.6,3.69
5333,Female,4,2,69.72,3.67
5334,Female,4,4,90.18,3.28
5335,Female,4,3,92.18,3.57
5336,Female,4,2,83.82,3.86
5337,Female,4,2,70.84,3.25
5338,Female,4,3,87,3.82
5339,Female,4,4,87.84,3.44
5340,Female,4,1,74,3.61
5341,Female,4,4,71.81,2.67
5342,Female,4,1,80,3.67
5343,Female,4,3,77.18,3.56
5344,Female,4,2,99,3.45
5345,Female,4,2,59.55,3.2
5346,Male,4,1,77.81,3.17
5347,Female,4,4,88,3.72
5348,Male,4,1,87.45,3.53
5349,Male,4,1,93.45,3.43
5350,Female,4,1,77.5,2.86
5351,Female,5,3,83.81,2.63
5352,Female,4,1,66.64,2.76
5353,Female,4,2,95.98,3.47
5354,Female,4,4,58.9,3.26
5355,Male,4,3,87,3.21
5356,Male,5,5,87,3.54
5357,Female,4,4,72.36,3.7
5358,Female,4,3,76.4,3.25
5359,Female,4,4,92,3.84
5360,Male,4,1,94.54,3.47
5361,Male,4,1,62,2.66
5362,Female,4,3,77,3.39
5363,Male,4,1,81.64,3.31
5364,Male,4,3,80.19,3.06
5365,Female,4,1,92.9,3.73
5366,Male,4,1,78.45,3.19
5367,Female,4,3,91.54,3.62
5368,Female,4,1,99.45,3.97
5369,Male,4,1,71.72,3.54
5370,Female,4,1,95.18,3.94
5371,Female,4,1,92.4,3.8
5372,Male,5,1,88.45,3.56
5373,Female,5,2,95.9,3.11
5374,Female,4,2,62.74,2.76
5375,Male,4,3,80.36,3.34
5376,Female,4,4,81.6,3.32
5377,Female,4,4,65.19,3.21
5378,Female,4,2,98.63,2.47
5379,Male,4,1,85,1.51
5380,Female,4,2,73,2.49
5381,Male,4,3,90.36,3.2
5382,Male,4,3,85.45,2.55
5383,Female,4,2,79.63,3.3
5384,Female,4,1,89.62,3.35
5385,Female,4,3,93.36,3.64
5386,Male,5,2,66.73,2.59
5387,Female,4,3,83.09,3.05
5388,Female,5,2,94,2.98
5389,Female,4,1,87.63,3.53
5390,Female,4,2,90.54,3.35
5391,Female,4,2,98,3.95
5392,Male,4,1,62.81,3.61
5393,Female,4,3,82.09,3.7
5394,Female,4,1,94,3.77
5395,Female,4,3,86.18,3.6
5396,Female,4,3,92.82,3.85
5397,Male,4,3,89.45,2.92
5398,Female,4,2,70.72,3.92
5399,Male,4,2,89.6,2.83
5400,Male,4,1,91.63,3.68
5401,Male,4,1,91.73,3.65
5402,Male,4,1,79.88,1.94
5403,Male,4,1,69.9,3.58
5404,Female,4,2,92.3,3.45
5405,Female,4,1,97.63,3.9
5406,Male,5,4,74.72,2.36
5407,Male,4,2,77.63,3.37
5408,Male,4,3,90.54,2.85
5409,Female,4,2,57.27,2.76
5410,Male,4,3,72.54,3.06
5411,Female,4,2,99.18,3.93
5412,Female,4,2,82.09,3.5
5413,Female,4,1,96.81,3
5414,Male,4,3,87.45,3.12
5415,Female,4,2,80.8,3.15
5416,Female,4,3,75.9,3.64
5417,Female,4,2,90.36,3.91
5418,Male,4,1,79.9,2.59
5419,Male,4,3,68.09,1.4
5420,Male,4,1,86.54,3.49
5421,Male,4,1,97.91,3.91
5422,Male,4,1,80.01,3.14
5423,Female,5,2,98.63,2.46
5424,Male,5,1,98.81,3.95
5425,Female,4,1,78.72,3.2
5426,Female,4,2,76.73,3.33
5427,Male,4,1,74.36,3.04
5428,Male,4,3,82.63,3.41
5429,Male,4,3,92,3.47
5430,Female,4,1,93.72,3.46
5431,Male,4,3,79.82,2.74
5432,Male,4,3,80,3.18
5433,Male,4,1,77.54,3.21
5434,Female,4,1,87,3.43
5435,Female,4,4,97.93,3.84
5436,Female,4,2,90,3
5437,Male,4,3,77.72,2.08
5438,Male,4,3,89.5,3.26
5439,Female,4,3,80.27,3.52
5440,Female,4,4,85.72,3.52
5441,Male,4,2,77.54,2.56
5442,Male,4,2,86.27,2.57
5443,Female,4,2,85,3.33
5444,Male,4,2,87.17,2.19
5445,Male,4,2,48.72,3.5
5446,Male,4,2,85.6,3.21
5447,Male,4,4,80,3.28
5448,Female,4,2,97.9,3.65
5449,Female,4,3,88.09,3
5450,Male,4,3,63.7,3.33
5451,Female,4,4,81.72,3.6
5452,Female,4,1,90,3.43
5453,Male,4,3,92.18,3.72
5454,Male,4,1,69.18,2.85
5455,Female,4,1,64.64,3.94
5456,Female,4,1,97.9,3.91
5457,Male,4,1,97.82,3.91
5458,Female,4,4,75,3.07
5459,Male,4,1,66.09,2.74
5460,Female,4,4,80.86,3.66
5461,Male,4,2,72,2.37
5462,Male,5,1,90.18,3.63
5463,Female,4,1,77.45,3.26
5464,Male,4,3,79.36,2.94
5465,Male,4,1,84.36,3.41
5466,Male,4,1,54.18,3.74
5467,Female,4,2,79,3.23
5468,Female,4,3,75.66,3.34
5469,Female,4,2,80.74,3.61
5470,Male,4,1,79.9,2.72
5471,Male,4,2,62.82,2.95
5472,Female,4,3,84.9,3.12
5473,Female,5,1,84.09,2.65
5474,Male,4,4,90,3.49
5475,Male,4,1,93.4,3.75
5476,Male,4,2,86.87,2.78
5477,Female,4,3,90.09,3.87
5478,Male,4,1,91.73,3.64
5479,Male,4,4,68.18,3.06
5480,Male,4,2,88.36,2.06
5481,Male,4,3,50,1.98
5482,Female,4,2,92.63,3.82
5483,Female,4,2,92.72,2.92
5484,Female,4,2,90.8,3.54
5485,Male,5,1,90.82,3.65
5486,Male,5,4,82.54,2.45
5487,Male,4,1,74.56,3.05
5488,Female,4,2,73.45,3.59
5489,Male,4,2,86.9,3.13
5490,Male,5,2,99,2.66
5491,Female,5,5,78.6,3.03
5492,Male,4,1,90.18,3.63
5493,Male,4,1,63.33,2.45
5494,Male,4,1,97,3.81
5495,Female,5,4,89.63,2.93
5496,Male,5,2,91.6,2.62
5497,Female,5,1,98.63,3.94
5498,Female,4,3,82.9,3.64
5499,Female,4,2,95.45,3.02
5500,Female,4,1,95.81,3.74
5501,Male,5,2,92.54,2.21
5502,Female,4,2,58,3.53
5503,Female,4,2,81.9,4
5504,Male,4,4,68.27,3.32
5505,Male,4,3,83.72,3.63
5506,Female,4,3,83.8,3.18
5507,Male,4,3,87.88,3.12
5508,Female,4,4,89.45,3.67
5509,Male,4,3,80.93,3.12
5510,Male,4,2,63.83,3.03
5511,Female,4,1,96.91,3.68
5512,Female,4,2,77,3.08
5513,Male,4,3,75,3.59
5514,Female,4,1,97.4,3.97
5515,Female,4,1,86,3.47
5516,Male,4,3,89.36,2.89
5517,Male,4,3,94.64,3.76
5518,Male,5,1,89.63,3.61
5519,Male,5,1,94.45,3.78
5520,Male,4,4,79.63,2.64
5521,Female,4,3,78,3.5
5522,Female,4,3,81.18,3.46
5523,Male,4,3,78.63,2.43
5524,Male,4,1,85.54,1.79
5525,Male,5,3,86,2.52
5526,Female,4,4,69,3.62
5527,Male,4,2,90.9,3.08
5528,Female,4,1,80.27,3.2
5529,Male,4,4,76.36,2.98
5530,Female,4,2,80.09,3.55
5531,Female,4,2,96,3.86
5532,Male,5,1,97.63,3.9
5533,Female,4,2,87.9,2.8
5534,Female,4,1,91.27,3.67
5535,Female,4,1,93.9,3.82
5536,Female,4,1,70,2.88
5537,Female,4,4,83.9,2.89
5538,Male,4,3,81,3.4
5539,Female,4,1,91.83,3.54
5540,Female,4,2,87.45,3.54
5541,Male,4,3,75,3.09
5542,Female,4,1,95.7,3.83
5543,Female,4,1,96.72,3.57
5544,Female,4,4,85.09,3.77
5545,Male,4,3,82.72,3.53
5546,Male,4,1,60,3.38
5547,Male,4,1,85.63,3.62
5548,Female,4,2,90.09,3.38
5549,Female,4,4,90.6,3.37
5550,Female,4,2,97.36,3.13
5551,Female,4,1,99.1,3.62
5552,Male,4,4,86,3.39
5553,Male,4,2,88.54,3.04
5554,Female,4,3,83.1,3.08
5555,Male,4,3,70,2.6
5556,Male,4,1,58.09,1.54
5557,Male,4,2,82.36,2.89
5558,Male,5,2,89.72,2.72
5559,Female,4,4,80.36,3.57
5560,Female,4,3,85.27,3.76
5561,Male,4,2,93.08,3.48
5562,Male,5,2,97.36,2.86
5563,Female,4,3,65.27,2.87
5564,Male,4,1,82.91,2.92
5565,Male,4,2,64.7,2.08
5566,Female,4,2,91.18,3.46
5567,Male,5,3,87.45,2.66
5568,Female,4,2,94.6,3.84
5569,Female,4,2,84.73,3.42
5570,Male,4,3,84.9,2.54
5571,Male,4,2,94.54,3.28
5572,Female,4,2,76,3.83
5573,Female,4,2,91,3.91
5574,Female,4,1,70.91,3.62
5575,Female,4,3,71.2,2.22
5576,Male,5,3,90.9,2.66
5577,Female,4,4,80.9,3.86
5578,Female,4,4,76,3.24
5579,Male,4,3,83.27,2.85
5580,Male,5,1,95.45,3.82
5581,Female,4,3,84.27,3.79
5582,Female,4,1,87.7,3.24
5583,Female,4,1,90,4
5584,Male,4,1,86,3.86
5585,Male,5,3,86.18,2.41
5586,Female,4,1,93.27,3.74
5587,Female,4,2,84.09,3.06
5588,Female,4,1,83.17,3.37
5589,Female,4,1,76.5,3.12
5590,Male,4,1,84.9,2.26
5591,Female,4,2,90.18,3.71
5592,Female,4,3,86.36,2.83
5593,Male,4,1,45.54,3.2
5594,Female,4,4,84,2.11
5595,Male,4,2,96.45,3.5
5596,Female,4,3,87.7,2.99
5597,Male,4,4,79.6,3.11
5598,Male,4,1,77.63,3.16
5599,Female,4,1,60.27,3.34
5600,Male,4,3,81.81,3.36
5601,Female,4,2,98.27,3.94
5602,Male,4,1,92.75,3.4
5603,Female,4,4,64.6,2.88
5604,Female,4,3,82.54,3.22
5605,Female,4,2,92.36,3.33
5606,Male,4,2,76,3.52
5607,Male,4,1,58.58,2.34
5608,Female,4,3,70.36,2.8
5609,Male,4,2,81.02,2.74
5610,Female,4,1,68.54,3.33
5611,Male,4,1,89.63,2.1
5612,Female,4,1,90.05,3.72
5613,Female,4,3,90.36,3.63
5614,Female,4,1,92,3.49
5615,Female,4,1,97.8,3.38
5616,Female,4,1,81,3.85
5617,Female,4,4,81.45,3.94
5618,Male,4,4,83.36,3.52
5619,Male,4,2,80.45,3.73
5620,Male,5,4,84,2.48
5621,Female,4,4,89,3.42
5622,Male,4,1,99.18,3.96
5623,Male,4,2,91.45,3.84
5624,Male,4,1,68.64,2.83
5625,Female,4,2,82.72,3.38
5626,Male,4,2,98.64,3.82
5627,Male,4,1,96.45,3.63
5628,Female,4,3,80.36,3.95
5629,Female,4,1,94.81,3.8
5630,Female,4,2,99.8,3.82
5631,Female,4,4,77,1.83
5632,Female,4,2,66.36,3.1
5633,Female,4,1,69.9,3.4
5634,Female,4,3,93.81,3.41
5635,Male,4,2,66.18,2.75
5636,Female,4,2,98.72,3.79
5637,Male,4,1,77,3.6
5638,Female,4,2,87.45,2.9
5639,Female,4,4,70,3.11
5640,Male,4,2,74.81,2.37
5641,Male,4,1,97.7,3.9
5642,Male,4,4,81,3.58
5643,Female,5,2,92,2.83
5644,Female,4,2,81.36,3.15
5645,Female,5,5,89.36,2.89
5646,Female,4,1,87.81,3.34
5647,Female,4,4,72.82,3.68
5648,Male,4,4,73.45,3.59
5649,Female,4,2,98.63,3.78
5650,Male,4,4,85.54,3.14
5651,Male,4,1,80.45,2.23
5652,Male,4,4,88.18,2.9
5653,Male,4,1,88.9,3.43
5654,Male,4,3,88,3.65
5655,Male,4,1,82.63,1.65
5656,Male,4,1,86.18,3.04
5657,Female,4,3,95.9,3.61
5658,Female,5,1,94.55,3.79
5659,Male,4,1,87.36,3.52
5660,Male,4,2,89.82,3.72
5661,Female,4,4,96.9,3.71
5662,Female,4,2,82.82,3.16
5663,Female,4,4,90.54,3.69
5664,Male,4,3,88.27,3.34
5665,Female,4,1,95,3.61
5666,Female,5,1,99,3.95
5667,Female,4,2,92.87,3.32
5668,Female,4,1,77,3.66
5669,Male,4,3,72.64,3.64
5670,Female,4,2,97.63,3.25
5671,Female,5,1,80.5,3.27
5672,Female,4,1,76.6,3.12
5673,Male,4,2,80,2.7
5674,Male,5,2,93.09,2.65
5675,Female,4,1,81.27,3.1
5676,Female,4,3,89.5,3.76
5677,Male,5,1,94,3.77
5678,Male,5,2,99.45,2.69
5679,Male,4,1,86,3.47
5680,Male,4,4,86,3.55
5681,Male,4,1,68.88,3.38
5682,Female,4,1,87,2.79
5683,Male,5,4,84.09,2.33
5684,Female,4,1,99,3.95
5685,Male,4,4,59.9,2.74
5686,Female,5,1,97.9,3.89
5687,Male,4,2,67,3.32
5688,Female,4,2,91.81,3.34
5689,Female,4,2,94.72,3.81
5690,Female,5,5,72.18,2.43
5691,Female,4,2,92.63,3.905
5692,Male,4,1,84.81,3.6
5693,Male,4,2,63,3.38
5694,Male,4,2,91.5,3.91
5695,Male,4,3,87.91,2.59
5696,Male,4,1,78.3,2.93
5697,Female,5,1,90.45,3.64
5698,Female,4,2,99,3.77
5699,Male,4,1,52.73,2.24
5700,Female,4,1,69.45,3.63
5701,Female,4,1,79.09,3.22
5702,Male,4,4,68.06,3.58
5703,Male,4,1,61.58,2.68
5704,Male,4,1,61.01,3.6
5705,Male,4,1,72,3.68
5706,Male,4,2,75.45,3.12
5707,Female,4,4,87.82,3.61
5708,Female,4,1,99,3.79
5709,Female,4,1,57,2.4
5710,Male,4,1,86.45,3.03
5711,Female,4,4,72,2.28
5712,Male,4,1,67.81,2.78
5713,Male,4,3,78.78,2.42
5714,Male,4,3,75,2.75
5715,Female,4,4,76,3.42
5716,Female,4,1,84.91,3.81
5717,Male,5,2,88.36,2.44
5718,Female,4,4,85.6,3.81
5719,Male,4,2,70,3.1
5720,Male,4,3,86.54,3.33
5721,Male,5,1,98.5,3.93
5722,Female,4,3,87.9,2.63
5723,Female,4,3,87.5,3.78
5724,Male,4,2,98.09,3.45
5725,Male,4,3,92.27,3.58
5726,Female,4,1,94.73,3.74
5727,Female,4,4,58.72,3.6
5728,Male,4,4,77.09,2.91
5729,Male,5,2,96.91,2.42
5730,Female,5,1,99,3.95
5731,Male,4,2,89.45,2.77
5732,Male,4,2,92,2.99
5733,Female,4,3,89.9,3.63
5734,Female,4,2,96.91,3.56
5735,Female,4,1,75,3.01
5736,Male,4,4,75.72,2.87
5737,Female,4,2,72.18,3.11
5738,Female,4,3,69.09,3.64
5739,Male,4,3,77,2.88
5740,Male,4,3,71.82,3.19
5741,Female,4,4,65.78,3.76
5742,Male,5,3,89,2.6
5743,Male,4,2,76,3.23
5744,Male,4,3,85.4,2.73
5745,Male,5,3,83.27,2.87
5746,Female,4,1,97.18,3.95
5747,Female,4,2,89.45,3.92
5748,Male,4,4,77,2.73
5749,Female,4,2,56.63,3.71
5750,Male,4,1,79.73,3.18
5751,Female,4,4,83.09,3.63
5752,Female,4,2,92.76,3.38
5753,Female,5,2,98.63,3.01
5754,Female,5,5,64.9,3.5
5755,Male,4,3,73.9,2.7
5756,Female,4,2,81.9,3.52
5757,Male,5,1,90.81,3.65
5758,Female,4,3,84.5,3.73
5759,Female,4,2,93.89,3.67
5760,Male,4,3,78,2.78
5761,Female,5,3,94.09,2.81
5762,Female,4,4,81.9,3.65
5763,Male,4,4,86.27,3.69
5764,Male,5,1,98.82,3.95
5765,Female,4,2,99.97,2.71
5766,Female,4,2,78.73,2.1
5767,Male,4,2,93.6,3.18
5768,Female,4,2,89.84,2.68
5769,Male,4,3,87.09,3.3
5770,Male,4,3,64.9,2.21
5771,Male,4,3,87.87,2.93
5772,Female,4,4,93.18,3.81
5773,Male,4,3,84.7,3.51
5774,Male,4,4,82,2.84
5775,Female,4,4,64.64,2.99
5776,Male,4,2,64.27,2.42
5777,Male,4,3,84.5,2.76
5778,Female,5,3,89.27,2.65
5779,Male,4,1,84.45,3.41
5780,Male,4,1,78.54,2.99
5781,Male,4,4,61.81,3.23
5782,Female,4,1,79.9,3.77
5783,Female,4,1,91.73,3.04
5784,Female,4,1,81,3.34
5785,Female,4,1,94.09,3.79
5786,Male,4,2,89.64,3.1
5787,Female,4,2,91.36,3.11
5788,Male,4,1,89.09,3.18
5789,Male,5,1,97.8,3.62
5790,Male,4,4,80.01,2.82
5791,Female,4,1,77.63,3.16
5792,Male,4,1,92.9,3.46
5793,Female,4,4,77.27,2.56
5794,Male,4,3,89.9,3.37
5795,Male,4,4,78.5,3.42
5796,Male,4,4,90.93,3.38
5797,Male,4,2,96.91,3.26
5798,Female,4,1,84,3.11
5799,Female,4,2,79.45,3.23
5800,Female,4,2,54.54,2.87
5801,Male,4,1,63,3.53
5802,Male,5,3,92.18,2.63
5803,Female,4,3,84.62,3.65
5804,Female,4,1,53.63,3.54
5805,Male,4,2,86.36,3
5806,Male,4,2,65.33,3.01
5807,Male,4,2,86,3.23
5808,Male,5,4,82,2.44
5809,Female,4,1,95,3.47
5810,Male,4,3,90.8,2.49
5811,Female,4,1,77.72,3.32
5812,Male,4,4,60.64,3.5
5813,Female,4,3,62.9,3.49
5814,Male,4,1,93.9,3.52
5815,Male,4,3,92.63,3.52
5816,Male,4,1,74,3.03
5817,Female,4,3,81.4,3.56
5818,Female,4,1,93.81,3.76
5819,Female,4,2,60,3.37
5820,Male,4,2,78,3.52
5821,Female,4,3,88,3.36
5822,Male,4,1,80.36,3.26
5823,Male,5,2,85.72,2.9
5824,Male,4,2,84,3.4
5825,Male,4,3,80,3.29
5826,Female,4,1,91.45,3.34
5827,Female,4,2,98.36,3.85
5828,Female,4,1,92.18,3.56
5829,Female,4,1,92,2.88
5830,Male,4,4,79.9,2.95
5831,Male,5,3,87.9,2.62
5832,Male,4,4,82.36,2.26
5833,Female,4,2,85.94,3.64
5834,Male,4,4,73,2.74
5835,Male,4,1,85.09,2.86
5836,Female,4,1,88,2.12
5837,Female,4,1,76.63,3.36
5838,Male,4,4,66.9,2.82
5839,Male,4,1,91.9,3.69
5840,Female,5,4,80.7,3.66
5841,Male,5,2,88.36,2.66
5842,Female,4,3,87.63,3.64
5843,Female,4,3,89.99,3.88
5844,Female,4,2,85,2.95
5845,Male,4,3,68.05,3.38
5846,Female,4,2,92.9,3.59
5847,Male,5,1,97.45,3.9
5848,Female,4,2,96.45,2.88
5849,Female,4,3,81.63,3.25
5850,Female,4,4,91.27,3.51
5851,Female,4,3,68.9,3.03
5852,Male,4,1,89,3
5853,Male,4,3,61,2.83
5854,Female,5,3,77.7,2.84
5855,Male,5,1,94,3.77
5856,Male,4,4,51,2.11
5857,Male,4,1,88.81,3.43
5858,Female,4,2,88.18,3.26
5859,Male,4,1,96.81,3.87
5860,Male,4,2,98.45,3.5
5861,Male,4,3,89.82,2.13
5862,Female,4,1,92.55,3.67
5863,Female,4,3,91.36,3.31
5864,Female,4,2,87.4,3.71
5865,Male,4,2,70.27,2.88
5866,Male,4,2,56.36,2.05
5867,Female,4,1,93.9,3.76
5868,Female,4,2,83.88,3.32
5869,Male,4,3,71.7,3.58
5870,Male,4,1,72.18,2.64
5871,Female,4,1,79.09,2.49
5872,Male,5,4,82.45,2.38
5873,Male,5,5,83.81,3.32
5874,Female,5,1,61.18,2.55
5875,Female,4,2,78,3.43
5876,Female,4,1,76.36,3.31
5877,Male,5,2,85.95,2.81
5878,Female,4,2,88.33,3.78
5879,Male,4,2,75,3.02
5880,Male,4,1,72.62,2.72
5881,Female,4,2,97.81,3.6
5882,Male,4,4,85.8,3.09
5883,Male,4,2,90.81,2.94
5884,Female,4,2,93.9,2.95
5885,Male,4,1,90.72,3.28
5886,Female,4,2,99.27,3.64
5887,Male,5,2,90.54,2.52
5888,Female,4,2,86,3.8
5889,Male,4,2,98.45,3.9
5890,Female,5,1,93.7,3.91
5891,Female,5,4,82,3.31
5892,Female,4,4,77.18,3.57
5893,Female,4,1,69,2.84
5894,Male,4,4,66.36,3.25
5895,Male,4,4,82.27,2.28
5896,Male,4,2,84.54,3.13
5897,Male,4,1,79,3
5898,Male,4,2,98,3.53
5899,Male,4,4,57.45,3.41
5900,Male,4,1,71.9,2.95
5901,Male,4,1,94.54,3.6
5902,Female,4,3,74.3,3.59
5903,Male,4,1,86.09,3.81
5904,Male,4,3,60,2.54
5905,Female,4,3,58.8,2.53
5906,Female,5,4,83.09,2.44
5907,Male,4,2,93.72,3.51
5908,Male,4,2,89,2.36
5909,Female,4,2,99,3.84
5910,Female,4,2,96.66,3.77
5911,Male,4,4,63,2.93
5912,Male,4,4,75.9,3.28
5913,Female,4,1,95.9,3.84
5914,Female,4,4,86,3.54
5915,Female,4,2,70,2.32
5916,Female,4,3,80.9,2.93
5917,Female,4,3,92.55,3.46
5918,Female,5,1,96,3.84
5919,Male,5,3,88.54,2.59
5920,Female,4,1,91.09,3.66
5921,Female,4,2,86.8,3.34
5922,Female,4,2,60,2.63
5923,Female,4,2,64.8,2.64
5924,Male,4,4,85.63,3.57
5925,Male,5,4,88.55,2.18
5926,Male,4,3,83.18,3.65
5927,Male,4,2,96.5,2.13
5928,Female,4,2,48.27,3.21
5929,Male,4,4,90.9,3.35
5930,Female,5,5,86,3.76
5931,Male,4,3,86.36,2.39
5932,Female,5,1,93.64,3.75
5933,Male,4,2,76.45,3.3
5934,Female,5,2,99.27,2.81
5935,Male,4,4,81.2,3.14
5936,Male,4,2,67.51,1.42
5937,Male,4,1,69.79,2.43
5938,Female,4,4,80.71,3.63
5939,Male,4,2,82.54,3.52
5940,Female,4,4,81.89,3.37
5941,Female,5,5,86.36,3.02
5942,Female,5,1,88.8,3.58
5943,Male,4,4,87.54,3.92
5944,Male,4,4,81.5,3.2
5945,Female,4,1,85.54,3.45
5946,Male,4,2,67.63,2.99
5947,Male,5,5,75.1,2.94
5948,Male,4,2,78.18,2.55
5949,Female,4,1,84.9,3.43
5950,Female,5,1,97.81,3.91
5951,Female,4,2,74,3.54
5952,Female,4,3,80.72,3.76
5953,Female,5,3,89.9,2.96
5954,Male,4,2,98.82,2.43
5955,Female,4,1,80.9,3.28
5956,Female,4,3,64.55,3.42
5957,Female,5,2,99.2,3.01
5958,Male,5,1,85.81,3.46
5959,Female,4,1,78.27,3.19
5960,Male,4,2,97.73,3.11
5961,Male,5,3,93,2.8
5962,Male,4,1,86.54,3.49
5963,Male,4,2,90.6,3.61
5964,Female,4,1,86,3.66
5965,Male,4,1,82.18,2.54
5966,Female,4,4,79.1,3.44
5967,Female,4,3,88.09,3.61
5968,Male,4,2,90.1,3.3
5969,Male,4,1,51,3.68
5970,Male,5,2,96.45,2.68
5971,Male,4,3,77.61,1.79
5972,Male,4,1,90.09,3.5
5973,Female,4,4,89.45,3.79
5974,Male,4,1,92,3.85
5975,Male,4,4,78.8,2.8
5976,Male,4,2,75.09,2.86
5977,Male,4,2,76,3.6
5978,Female,4,2,87.45,2.75
5979,Female,4,1,93.9,3.54
5980,Male,5,1,98.36,3.93
5981,Female,5,2,99.45,3.11
5982,Male,4,1,81.09,3.88
5983,Female,4,1,86.84,3.85
5984,Female,5,5,75,3.5
5985,Male,4,4,92.09,3.1
5986,Male,5,1,89.72,3.61
5987,Female,4,2,55,3.1
5988,Male,4,1,84.36,3.46
5989,Male,4,3,82.45,3.05
5990,Male,4,1,94.63,3.79
5991,Female,4,2,89.81,3.49
5992,Male,4,4,94.03,2.12
5993,Male,5,2,85.18,2.69
5994,Female,4,3,83.09,3.42
5995,Male,4,2,88.72,3.73
5996,Male,4,1,77.63,3.16
5997,Female,4,1,90.68,3.34
5998,Female,4,3,85.63,3.64
5999,Female,4,4,83.9,3.73
6000,Male,4,2,85,2.36
6001,Female,4,1,89.64,2.17
